Agent Name,Timestamp,Driver ID
Bayu,2017-05-09 11:48:25.606+07,1000223
Mamat,2017-05-13 13:13:00.878+07,1000785
Lila,2017-05-10 13:16:27.946+07,1000359
Ricky,2017-05-11 13:03:20.866+07,1000474
Mamat,2017-05-14 14:38:44.875+07,1000936
Sarah,2017-05-10 11:02:55.633+07,1000326
Ricky,2017-05-11 22:33:47.701+07,1000552
Mamat,2017-05-13 14:33:02.946+07,1000792
Mamat,2017-05-14 21:32:02.583+07,1000983
Bayu,2017-05-09 11:48:13.711+07,1000184
Tono,2017-05-12 14:32:19.014+07,1000646
Ricky,2017-05-11 20:02:37.353+07,1000537
Ricky,2017-05-14 10:08:17.014+07,1000869
Bayu,2017-05-10 13:51:08.516+07,1000367
Ricky,2017-05-11 23:18:09.061+07,1000567
Bayu,2017-05-09 11:48:12.741+07,1000172
Lila,2017-05-10 18:48:57.444+07,1000439
Ricky,2017-05-11 23:18:08.789+07,1000559
Ricky,2017-05-08 11:12:39.446+07,1000036
Ricky,2017-05-13 17:42:59.143+07,1000826
Bayu,2017-05-10 14:37:40.444+07,1000377
Lila,2017-05-09 11:48:15.106+07,1000206
Mamat,2017-05-14 23:16:35.083+07,1001000
Ricky,2017-05-11 17:06:04.794+07,1000517
Tono,2017-05-08 11:14:33.064+07,1000057
Bayu,2017-05-08 11:28:44.562+07,1000092
Lila,2017-05-12 15:25:12.917+07,1000667
Sarah,2017-05-09 14:30:00.869+07,1000285
Tono,2017-05-08 11:12:38.963+07,1000032
Ricky,2017-05-11 23:18:09.265+07,1000573
Ricky,2017-05-13 18:45:53.644+07,1000835
Bayu,2017-05-08 14:09:24.037+07,1000129
Ricky,2017-05-14 13:39:33.52+07,1000927
Tono,2017-05-09 14:04:56.709+07,1000269
Tono,2017-05-08 13:51:44.689+07,1000122
Bayu,2017-05-08 11:14:33.284+07,1000058
Bayu,2017-05-09 11:40:16.888+07,1000164
Tono,2017-05-11 13:49:32.504+07,1000487
Mamat,2017-05-14 22:13:02.458+07,1000991
Mamat,2017-05-13 12:41:57.419+07,1000780
Ricky,2017-05-12 23:17:11.326+07,1000744
Mamat,2017-05-14 20:31:02.639+07,1000977
Mamat,2017-05-14 14:49:08.049+07,1000939
Ricky,2017-05-11 23:18:09.83+07,1000585
Ricky,2017-05-09 14:01:20.238+07,1000267
Sarah,2017-05-09 11:48:15.713+07,1000216
Tono,2017-05-08 11:50:44.816+07,1000098
Ricky,2017-05-13 20:03:43.744+07,1000857
Ricky,2017-05-14 10:12:03.285+07,1000870
Bayu,2017-05-08 11:14:34.209+07,1000068
Tono,2017-05-09 11:48:13.269+07,1000179
Sarah,2017-05-10 13:45:37.867+07,1000366
Ricky,2017-05-13 19:31:02.559+07,1000842
Ricky,2017-05-08 11:27:02.16+07,1000091
Ricky,2017-05-11 13:39:15.926+07,1000485
Mamat,2017-05-14 23:16:35.105+07,1001001
Mamat,2017-05-14 23:16:36.909+07,1001026
Ricky,2017-05-09 16:53:14.312+07,1000302
Bayu,2017-05-12 15:10:39.527+07,1000658
Tono,2017-05-10 11:29:03.062+07,1000335
Ricky,2017-05-12 16:29:40.022+07,1000686
Ricky,2017-05-09 13:52:59.771+07,1000262
Sarah,2017-05-10 13:24:41.531+07,1000361
Bayu,2017-05-12 19:40:34.739+07,1000705
Tono,2017-05-10 11:58:30.191+07,1000345
Mamat,2017-05-14 17:59:50.281+07,1000963
Ricky,2017-05-09 22:40:31.151+07,1000312
Mamat,2017-05-13 11:24:27.153+07,1000763
Bayu,2017-05-12 16:39:00.752+07,1000690
Lila,2017-05-09 11:07:16.881+07,1000156
Ricky,2017-05-08 11:15:48.819+07,1000084
Sarah,2017-05-12 14:56:02.209+07,1000652
Mamat,2017-05-13 12:13:01.799+07,1000771
Bayu,2017-05-09 15:27:52.731+07,1000296
Bayu,2017-05-09 11:48:14.508+07,1000197
Lila,2017-05-12 14:00:57.546+07,1000634
Tono,2017-05-09 11:48:14.461+07,1000196
Ricky,2017-05-12 20:04:18.106+07,1000708
Mamat,2017-05-14 16:14:26.581+07,1000952
Lila,2017-05-12 15:14:50.355+07,1000660
Tono,2017-05-09 17:17:51.585+07,1000304
Bayu,2017-05-12 11:24:28.43+07,1000608
Lila,2017-05-12 17:30:16.833+07,1000697
Tono,2017-05-09 11:48:14.998+07,1000204
Ricky,2017-05-10 15:43:02.568+07,1000408
Ricky,2017-05-11 12:11:12.297+07,1000469
Lila,2017-05-08 14:11:03.008+07,1000130
Ricky,2017-05-12 15:44:45.13+07,1000676
Ricky,2017-05-13 19:59:51.061+07,1000847
Ricky,2017-05-11 10:45:15.047+07,1000464
Tono,2017-05-10 15:53:39.108+07,1000410
Ricky,2017-05-14 12:31:38.328+07,1000915
Mamat,2017-05-13 15:35:02.841+07,1000802
Mamat,2017-05-14 23:16:35.271+07,1001004
Ricky,2017-05-12 23:16:31.834+07,1000736
Sarah,2017-05-09 16:04:43.125+07,1000300
Ricky,2017-05-14 13:38:24.929+07,1000926
Ricky,2017-05-08 11:12:38.153+07,1000022
Tono,2017-05-08 14:32:04.118+07,1000135
Ricky,2017-05-08 12:06:42.59+07,1000101
Sarah,2017-05-08 11:14:36.005+07,1000080
Tono,2017-05-09 11:48:13.931+07,1000187
Lila,2017-05-09 11:48:14.266+07,1000193
Ricky,2017-05-09 12:09:28.611+07,1000229
Ricky,2017-05-14 10:45:46.89+07,1000878
Lila,2017-05-10 14:27:01.24+07,1000374
Lila,2017-05-08 11:01:12.059+07,1000017
Mamat,2017-05-14 23:16:35.511+07,1001009
Mamat,2017-05-13 11:54:09.803+07,1000766
Sarah,2017-05-09 17:55:40.487+07,1000305
Mamat,2017-05-13 12:11:50.855+07,1000769
Ricky,2017-05-12 14:16:02.54+07,1000639
Bayu,2017-05-09 11:06:17.098+07,1000155
Ricky,2017-05-08 11:14:32.463+07,1000051
Mamat,2017-05-13 15:12:58.609+07,1000799
Lila,2017-05-12 19:02:30.772+07,1000702
Tono,2017-05-08 11:14:36.482+07,1000083
Ricky,2017-05-14 11:12:08.406+07,1000889
Sarah,2017-05-08 11:14:33.518+07,1000061
Mamat,2017-05-14 22:51:17.519+07,1000995
Mamat,2017-05-14 23:57:35.987+07,1001032
Ricky,2017-05-11 23:18:09.137+07,1000570
Lila,2017-05-09 11:48:15.55+07,1000212
Ricky,2017-05-12 23:16:31.164+07,1000734
Sarah,2017-05-08 14:28:03.094+07,1000134
Mamat,2017-05-14 16:07:44.022+07,1000950
Ricky,2017-05-09 20:28:24.618+07,1000309
Ricky,2017-05-11 23:18:10.375+07,1000594
Bayu,2017-05-08 11:53:32.381+07,1000100
Ricky,2017-05-13 20:06:02.395+07,1000859
Sarah,2017-05-09 14:30:04.917+07,1000290
Sarah,2017-05-11 15:55:03.687+07,1000510
Bayu,2017-05-08 11:14:35.514+07,1000077
Sarah,2017-05-11 13:54:14.956+07,1000488
Mamat,2017-05-14 16:20:49.218+07,1000953
Lila,2017-05-10 14:04:51.87+07,1000369
Lila,2017-05-10 16:22:11.172+07,1000419
Bayu,2017-05-11 11:49:07.638+07,1000468
Sarah,2017-05-12 14:23:26.287+07,1000642
Lila,2017-05-12 19:55:11.466+07,1000707
Mamat,2017-05-13 10:43:32.588+07,1000754
Ricky,2017-05-10 10:46:48.296+07,1000323
Ricky,2017-05-09 15:31:02.972+07,1000297
Mamat,2017-05-13 12:47:45.13+07,1000783
Mamat,2017-05-14 23:16:36.61+07,1001021
Tono,2017-05-10 16:22:10.796+07,1000415
Bayu,2017-05-12 18:20:02.85+07,1000700
Mamat,2017-05-13 15:19:09.587+07,1000801
Mamat,2017-05-13 16:11:01.428+07,1000811
Sarah,2017-05-09 13:34:12.514+07,1000255
Tono,2017-05-09 15:47:32.06+07,1000299
Mamat,2017-05-14 23:16:36.136+07,1001015
Mamat,2017-05-13 15:04:21.845+07,1000797
Ricky,2017-05-12 23:16:33.43+07,1000741
Ricky,2017-05-12 21:13:10.524+07,1000720
Ricky,2017-05-14 13:19:18.032+07,1000925
Mamat,2017-05-13 11:29:02.409+07,1000764
Ricky,2017-05-11 23:18:09.884+07,1000587
Ricky,2017-05-12 20:32:13.221+07,1000714
Mamat,2017-05-13 14:57:38.475+07,1000795
Ricky,2017-05-11 16:49:27.618+07,1000512
Tono,2017-05-08 13:18:11.56+07,1000110
Tono,2017-05-10 17:16:20.372+07,1000425
Mamat,2017-05-13 10:17:26.867+07,1000750
Ricky,2017-05-14 11:06:45.959+07,1000886
Ricky,2017-05-14 10:51:29.374+07,1000880
Ricky,2017-05-14 10:46:06.779+07,1000879
Bayu,2017-05-10 17:29:43.231+07,1000432
Ricky,2017-05-14 11:43:26.891+07,1000892
Ricky,2017-05-10 20:28:59.17+07,1000447
Ricky,2017-05-08 22:09:46.601+07,1000145
Bayu,2017-05-08 11:12:39.121+07,1000035
Bayu,2017-05-12 16:28:14.139+07,1000685
Lila,2017-05-08 14:37:03.826+07,1000136
Mamat,2017-05-14 23:16:36.53+07,1001020
Sarah,2017-05-09 11:08:50.542+07,1000157
Ricky,2017-05-11 20:02:37.448+07,1000540
Ricky,2017-05-11 23:18:09.335+07,1000577
Ricky,2017-05-11 23:18:08.662+07,1000555
Tono,2017-05-08 10:24:50.812+07,1000009
Ricky,2017-05-12 23:16:33.886+07,1000742
Ricky,2017-05-13 20:08:01.844+07,1000861
Mamat,2017-05-14 21:54:41.242+07,1000984
Lila,2017-05-11 14:28:38.988+07,1000491
Bayu,2017-05-10 17:58:49.022+07,1000437
Sarah,2017-05-09 11:48:15.58+07,1000214
Ricky,2017-05-14 12:08:42.045+07,1000893
Ricky,2017-05-10 10:14:35.521+07,1000318
Tono,2017-05-09 11:48:12.286+07,1000167
Tono,2017-05-11 17:55:04.496+07,1000524
Ricky,2017-05-08 23:11:46.601+07,1000147
Mamat,2017-05-13 12:13:01.96+07,1000773
Sarah,2017-05-08 11:12:39.614+07,1000039
Ricky,2017-05-11 23:18:08.956+07,1000562
Ricky,2017-05-13 20:17:15.99+07,1000863
Ricky,2017-05-12 15:05:04.786+07,1000654
Sarah,2017-05-08 11:12:38.126+07,1000021
Mamat,2017-05-08 10:34:07.94+07,1000012
Tono,2017-05-08 16:32:03.123+07,1000142
Bayu,2017-05-11 15:25:05.096+07,1000506
Ricky,2017-05-12 23:17:11.65+07,1000745
Ricky,2017-05-12 13:30:04.192+07,1000623
Mamat,2017-05-13 11:12:02.662+07,1000758
Mamat,2017-05-14 20:04:27.943+07,1000971
Lila,2017-05-10 10:20:04.207+07,1000319
Mamat,2017-05-14 23:58:01.983+07,1001036
Bayu,2017-05-09 13:21:24.184+07,1000246
Tono,2017-05-09 11:48:15.83+07,1000219
Sarah,2017-05-10 12:41:42.176+07,1000351
Lila,2017-05-09 14:03:24.999+07,1000268
Sarah,2017-05-10 14:59:04.472+07,1000385
Sarah,2017-05-10 19:04:06.086+07,1000441
Tono,2017-05-09 12:08:09.587+07,1000226
Ricky,2017-05-13 17:02:22.937+07,1000822
Mamat,2017-05-14 23:16:36.661+07,1001022
Sarah,2017-05-09 11:48:14.924+07,1000203
Ricky,2017-05-11 14:38:53.621+07,1000496
Tono,2017-05-09 11:48:15.636+07,1000215
Ricky,2017-05-11 20:05:53.177+07,1000542
Ricky,2017-05-14 12:08:44.32+07,1000899
Mamat,2017-05-14 22:01:02.548+07,1000986
Sarah,2017-05-11 15:16:26.373+07,1000505
Sarah,2017-05-10 11:29:03.065+07,1000336
Mamat,2017-05-13 14:17:18.656+07,1000790
Bayu,2017-05-09 11:48:13.02+07,1000176
Lila,2017-05-10 19:57:40.783+07,1000444
Tono,2017-05-09 11:48:14.219+07,1000192
Tono,2017-05-09 13:27:37.33+07,1000249
Sarah,2017-05-10 17:27:03.223+07,1000431
Bayu,2017-05-09 13:14:02.741+07,1000241
Tono,2017-05-09 14:30:04.232+07,1000289
Ricky,2017-05-11 21:18:02.091+07,1000550
Mamat,2017-05-14 19:56:02.481+07,1000966
Bayu,2017-05-10 17:21:54.688+07,1000427
Mamat,2017-05-09 11:21:34.398+07,1000161
Mamat,2017-05-14 21:32:02.519+07,1000982
Lila,2017-05-10 15:06:00.803+07,1000388
Mamat,2017-05-13 16:15:47.452+07,1000813
Bayu,2017-05-11 13:57:29.684+07,1000489
Ricky,2017-05-12 23:17:10.832+07,1000743
Bayu,2017-05-09 14:19:38.699+07,1000281
Ricky,2017-05-10 17:36:32.85+07,1000433
Bayu,2017-05-08 11:12:39.529+07,1000038
Ricky,2017-05-13 19:56:22.048+07,1000845
Mamat,2017-05-13 15:35:13.39+07,1000803
Sarah,2017-05-12 17:03:06.074+07,1000694
Tono,2017-05-09 11:48:15.323+07,1000208
Ricky,2017-05-12 23:16:33.114+07,1000740
Lila,2017-05-10 11:34:24.348+07,1000339
Tono,2017-05-08 11:12:40.695+07,1000042
Ricky,2017-05-12 20:28:02.39+07,1000713
Sarah,2017-05-08 11:30:02.941+07,1000093
Ricky,2017-05-13 17:50:13.838+07,1000827
Ricky,2017-05-09 11:49:15.308+07,1000224
Ricky,2017-05-11 17:41:15.243+07,1000522
Ricky,2017-05-11 21:15:16.085+07,1000548
Bayu,2017-05-10 19:30:03.176+07,1000442
Mamat,2017-05-14 23:16:36.024+07,1001014
Mamat,2017-05-14 15:07:15.897+07,1000942
Lila,2017-05-09 11:48:14.603+07,1000198
Mamat,2017-05-14 16:04:34.628+07,1000947
Sarah,2017-05-11 14:37:14.864+07,1000494
Ricky,2017-05-08 11:21:39.724+07,1000085
Sarah,2017-05-10 10:32:58.345+07,1000321
Bayu,2017-05-08 10:19:08.27+07,1000006
Ricky,2017-05-11 23:56:09.736+07,1000600
Ricky,2017-05-14 12:11:58.516+07,1000912
Sarah,2017-05-11 16:57:15.555+07,1000515
Ricky,2017-05-13 19:59:51.12+07,1000849
Mamat,2017-05-13 12:32:12.896+07,1000778
Ricky,2017-05-11 21:17:00.275+07,1000549
Ricky,2017-05-09 11:48:15.761+07,1000218
Mamat,2017-05-14 23:16:35.846+07,1001012
Tono,2017-05-09 11:09:12.898+07,1000158
Ricky,2017-05-14 12:09:24.795+07,1000904
Ricky,2017-05-14 12:09:27.293+07,1000907
Mamat,2017-05-13 11:16:32.572+07,1000761
Mamat,2017-05-14 19:59:02.576+07,1000967
Ricky,2017-05-12 23:16:32.66+07,1000739
Tono,2017-05-09 14:24:39.61+07,1000284
Mamat,2017-05-14 13:50:54.398+07,1000932
Mamat,2017-05-13 11:12:16.348+07,1000759
Ricky,2017-05-11 21:10:40.29+07,1000545
Lila,2017-05-08 13:50:44.522+07,1000121
Ricky,2017-05-14 11:01:53.741+07,1000882
Ricky,2017-05-12 17:17:02.529+07,1000696
Bayu,2017-05-09 11:48:15.31+07,1000207
Ricky,2017-05-12 22:58:24.528+07,1000731
Sarah,2017-05-09 13:12:46.641+07,1000240
Ricky,2017-05-11 23:18:10.497+07,1000597
Bayu,2017-05-08 11:12:38.1+07,1000020
Ricky,2017-05-13 20:03:04.071+07,1000856
Mamat,2017-05-13 15:48:21.921+07,1000807
Ricky,2017-05-11 23:18:09.007+07,1000565
Sarah,2017-05-12 19:39:13.039+07,1000704
Lila,2017-05-12 16:24:47.019+07,1000682
Bayu,2017-05-12 13:27:21.937+07,1000622
Ricky,2017-05-10 14:43:33.013+07,1000378
Sarah,2017-05-10 15:08:57.575+07,1000390
Tono,2017-05-12 19:26:51.403+07,1000703
Ricky,2017-05-13 19:34:46.881+07,1000843
Lila,2017-05-09 12:12:58.976+07,1000230
Lila,2017-05-12 15:36:03.127+07,1000672
Ricky,2017-05-11 23:18:09.906+07,1000588
Lila,2017-05-09 13:18:31.811+07,1000243
Mamat,2017-05-11 14:29:52.724+07,1000492
Ricky,2017-05-08 23:17:46.601+07,1000149
Ricky,2017-05-14 12:08:44.348+07,1000900
Ricky,2017-05-10 12:52:56.722+07,1000353
Ricky,2017-05-11 21:00:02.277+07,1000544
Sarah,2017-05-10 11:37:59.177+07,1000341
Mamat,2017-05-14 17:56:18.302+07,1000960
Mamat,2017-05-13 12:13:01.934+07,1000772
Ricky,2017-05-12 23:16:30.612+07,1000732
Mamat,2017-05-14 23:16:36.225+07,1001017
Bayu,2017-05-11 13:38:34.426+07,1000484
Ricky,2017-05-10 20:31:35.19+07,1000448
Lila,2017-05-10 15:31:46.276+07,1000404
Sarah,2017-05-09 11:48:12.285+07,1000166
Ricky,2017-05-11 23:29:34.201+07,1000599
Ricky,2017-05-13 16:55:28.389+07,1000821
Ricky,2017-05-08 13:21:01.814+07,1000111
Ricky,2017-05-11 21:13:02.868+07,1000547
Tono,2017-05-09 14:48:59.698+07,1000294
Ricky,2017-05-08 10:09:49.623+07,1000002
Mamat,2017-05-14 22:39:27.332+07,1000993
Bayu,2017-05-08 11:14:32.977+07,1000056
Ricky,2017-05-08 13:41:57.515+07,1000117
Tono,2017-05-11 16:54:01.05+07,1000514
Ricky,2017-05-13 19:59:51.25+07,1000851
Mamat,2017-05-14 23:58:01.825+07,1001035
Lila,2017-05-08 11:12:40.793+07,1000044
Sarah,2017-05-12 13:23:33.277+07,1000621
Sarah,2017-05-08 11:12:38.411+07,1000024
Ricky,2017-05-12 21:05:15.888+07,1000719
Bayu,2017-05-10 15:30:09.087+07,1000402
Mamat,2017-05-12 15:17:40.669+07,1000661
Ricky,2017-05-10 23:17:38.607+07,1000455
Ricky,2017-05-12 23:16:31.893+07,1000737
Ricky,2017-05-14 12:08:42.235+07,1000896
Mamat,2017-05-13 12:15:33.188+07,1000776
Tono,2017-05-12 17:36:35.743+07,1000698
Mamat,2017-05-14 16:04:41.766+07,1000948
Ricky,2017-05-11 23:18:10.203+07,1000591
Ricky,2017-05-13 19:58:47.349+07,1000846
Tono,2017-05-08 11:14:35.306+07,1000075
Mamat,2017-05-09 13:09:27.562+07,1000238
Sarah,2017-05-09 11:48:12.903+07,1000174
Ricky,2017-05-13 18:08:02.968+07,1000829
Mamat,2017-05-13 13:53:42.578+07,1000787
Lila,2017-05-09 13:00:04.724+07,1000235
Bayu,2017-05-12 14:38:09.395+07,1000648
Ricky,2017-05-08 12:37:36.683+07,1000104
Ricky,2017-05-09 23:17:46.601+07,1000316
Bayu,2017-05-09 11:48:14.765+07,1000201
Bayu,2017-05-10 15:26:42.253+07,1000397
Bayu,2017-05-10 10:44:52.758+07,1000322
Ricky,2017-05-13 16:52:12.281+07,1000820
Sarah,2017-05-09 11:48:14.428+07,1000195
Sarah,2017-05-10 17:20:17.537+07,1000426
Ricky,2017-05-13 19:59:51.154+07,1000850
Mamat,2017-05-13 12:12:05.156+07,1000770
Bayu,2017-05-09 11:48:13.295+07,1000180
Ricky,2017-05-09 21:35:05.714+07,1000311
Mamat,2017-05-14 16:03:34.691+07,1000946
Bayu,2017-05-08 11:12:38.026+07,1000019
Tono,2017-05-12 15:19:33.685+07,1000663
Sarah,2017-05-10 15:29:02.654+07,1000401
Ricky,2017-05-11 23:18:09.324+07,1000576
Ricky,2017-05-08 11:14:35.008+07,1000074
Sarah,2017-05-09 12:15:52.686+07,1000232
Ricky,2017-05-10 21:57:02.403+07,1000450
Ricky,2017-05-13 20:29:59.724+07,1000866
Bayu,2017-05-08 10:01:41.785+07,1000000
Tono,2017-05-09 14:10:47.885+07,1000274
Lila,2017-05-12 11:26:47.897+07,1000614
Lila,2017-05-08 15:16:21.657+07,1000138
Tono,2017-05-10 10:30:45.068+07,1000320
Lila,2017-05-08 11:14:33.31+07,1000059
Ricky,2017-05-13 19:30:23.072+07,1000841
Ricky,2017-05-13 19:59:51.306+07,1000853
Tono,2017-05-09 11:48:12.699+07,1000171
Sarah,2017-05-10 15:54:03.206+07,1000411
Bayu,2017-05-11 10:32:47.99+07,1000463
Ricky,2017-05-08 11:12:39.096+07,1000034
Lila,2017-05-08 11:40:37.448+07,1000097
Tono,2017-05-10 17:27:03.06+07,1000430
Lila,2017-05-09 13:29:43.047+07,1000253
Lila,2017-05-09 11:48:15.891+07,1000220
Mamat,2017-05-14 18:04:02.902+07,1000964
Ricky,2017-05-12 14:28:59.58+07,1000644
Tono,2017-05-10 11:00:14.887+07,1000325
Ricky,2017-05-11 23:18:09.068+07,1000569
Bayu,2017-05-11 10:06:52.775+07,1000458
Sarah,2017-05-08 10:22:52.168+07,1000008
Lila,2017-05-10 17:40:45.203+07,1000434
Lila,2017-05-12 12:21:26.027+07,1000619
Ricky,2017-05-10 11:33:13.232+07,1000338
Ricky,2017-05-11 15:34:11.385+07,1000507
Mamat,2017-05-09 13:04:14.767+07,1000236
Mamat,2017-05-14 16:44:47.826+07,1000955
Mamat,2017-05-13 12:50:17.562+07,1000784
Sarah,2017-05-12 13:55:32.921+07,1000631
Lila,2017-05-09 11:48:13.077+07,1000177
Ricky,2017-05-12 20:35:44.688+07,1000716
Tono,2017-05-10 14:28:42.83+07,1000375
Mamat,2017-05-14 15:15:11.454+07,1000944
Lila,2017-05-11 13:04:01.58+07,1000475
Sarah,2017-05-09 14:19:26.946+07,1000280
Ricky,2017-05-10 23:17:37.607+07,1000453
Ricky,2017-05-12 23:16:31.106+07,1000733
Lila,2017-05-08 11:14:34.435+07,1000070
Ricky,2017-05-09 23:17:45.965+07,1000315
Ricky,2017-05-10 11:07:44.06+07,1000328
Ricky,2017-05-12 21:24:17.932+07,1000721
Lila,2017-05-12 13:30:10.94+07,1000624
Tono,2017-05-08 11:12:38.643+07,1000027
Bayu,2017-05-10 15:40:30.639+07,1000407
Ricky,2017-05-11 23:56:09.869+07,1000601
Mamat,2017-05-14 23:24:48.501+07,1001028
Mamat,2017-05-13 15:45:28.864+07,1000806
Bayu,2017-05-08 13:54:58.963+07,1000124
Lila,2017-05-11 16:53:04.785+07,1000513
Mamat,2017-05-14 20:04:28.255+07,1000975
Tono,2017-05-09 13:31:10.058+07,1000254
Tono,2017-05-09 11:29:59.569+07,1000163
Sarah,2017-05-12 15:29:49.058+07,1000669
Lila,2017-05-09 11:04:49.924+07,1000152
Sarah,2017-05-08 11:14:32.546+07,1000052
Tono,2017-05-10 13:02:25.701+07,1000355
Ricky,2017-05-14 12:08:44.144+07,1000897
Mamat,2017-05-14 14:08:08.69+07,1000935
Ricky,2017-05-09 14:14:59.755+07,1000277
Sarah,2017-05-11 14:53:27.938+07,1000499
Tono,2017-05-12 14:48:03.781+07,1000651
Bayu,2017-05-11 13:23:12.25+07,1000479
Bayu,2017-05-09 11:48:15.413+07,1000210
Tono,2017-05-09 14:18:09.579+07,1000279
Ricky,2017-05-12 16:49:03.21+07,1000691
Ricky,2017-05-12 21:24:36.713+07,1000722
Bayu,2017-05-11 16:19:59.246+07,1000511
Mamat,2017-05-14 17:43:11.735+07,1000958
Lila,2017-05-12 14:18:21.43+07,1000640
Mamat,2017-05-13 12:46:50.284+07,1000782
Bayu,2017-05-09 12:09:28.249+07,1000228
Ricky,2017-05-12 14:39:22.751+07,1000649
Sarah,2017-05-12 11:23:47.305+07,1000606
Ricky,2017-05-10 20:00:37.751+07,1000446
Mamat,2017-05-14 23:16:36.855+07,1001025
Ricky,2017-05-13 19:06:25.503+07,1000838
Tono,2017-05-09 11:48:14.701+07,1000200
Ricky,2017-05-13 20:02:25.177+07,1000855
Ricky,2017-05-10 15:27:16.174+07,1000398
Ricky,2017-05-11 15:07:45.842+07,1000501
Sarah,2017-05-09 11:48:13.208+07,1000178
Sarah,2017-05-08 14:18:29.282+07,1000131
Ricky,2017-05-11 23:18:09.196+07,1000571
Mamat,2017-05-13 12:08:02.055+07,1000768
Ricky,2017-05-14 12:09:24.853+07,1000905
Bayu,2017-05-10 15:55:09.196+07,1000412
Ricky,2017-05-10 16:58:40.097+07,1000423
Sarah,2017-05-10 14:49:31.285+07,1000381
Mamat,2017-05-14 15:03:53.974+07,1000941
Sarah,2017-05-09 11:48:15.394+07,1000209
Lila,2017-05-09 11:48:13.715+07,1000185
Lila,2017-05-10 12:53:03.441+07,1000354
Ricky,2017-05-10 23:17:37.258+07,1000452
Ricky,2017-05-11 23:18:10.444+07,1000595
Bayu,2017-05-12 14:58:39.295+07,1000653
Ricky,2017-05-14 10:07:39.871+07,1000868
Lila,2017-05-10 15:13:49.923+07,1000393
Bayu,2017-05-10 10:06:14.086+07,1000317
Mamat,2017-05-14 22:42:02.485+07,1000994
Lila,2017-05-09 11:48:14.886+07,1000202
Ricky,2017-05-11 23:18:10.516+07,1000598
Tono,2017-05-08 11:12:38.713+07,1000028
Lila,2017-05-09 11:48:14.056+07,1000189
Lila,2017-05-12 14:46:09.918+07,1000650
Ricky,2017-05-11 22:15:01.883+07,1000551
Tono,2017-05-09 11:01:32.034+07,1000150
Tono,2017-05-12 13:39:06.914+07,1000625
Sarah,2017-05-12 15:37:19.223+07,1000674
Ricky,2017-05-09 13:29:03.864+07,1000252
Ricky,2017-05-10 11:45:59.302+07,1000343
Mamat,2017-05-13 10:08:16.696+07,1000748
Bayu,2017-05-12 15:38:54.856+07,1000675
Lila,2017-05-09 11:48:12.471+07,1000169
Bayu,2017-05-12 13:57:58.113+07,1000632
Ricky,2017-05-14 12:46:30.298+07,1000919
Ricky,2017-05-08 16:05:14.399+07,1000139
Bayu,2017-05-09 11:48:15.088+07,1000205
Bayu,2017-05-08 13:47:39.418+07,1000119
Lila,2017-05-11 13:41:35.903+07,1000486
Mamat,2017-05-13 11:10:54.673+07,1000757
Ricky,2017-05-13 20:06:02.881+07,1000860
Ricky,2017-05-09 13:16:30.484+07,1000242
